"fec","fue","issn","eissn","revista_id","tic","categoria_id","edicion_id","idioma_id","region_id","editor_id","jcrDireccion_id","frecPublicacion","citasTotal","jif","jifSinAutocitas","jif5Anos","indInmediatez","itemsCitables","itemsCitables.Articulos","jifPercPromedio","articles","revisionesTotal","vidaMediaCitasRecibidas","vidaMediaCitasRealizadas","indAutofactor","indInfluenciaArticulo","indAutofactorNormalizado","jci","jifRango","jifCuartil","jifPercentil","jciRango","jciCuartil","jciPercentil","jifPosicion","jciPosicion"
2011,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8152,"4 ISSUES/YEAR",57,"0,162","0,103","0,189","0,033",30,"100","6,204",30,0,NA,"7.6","0,00015","0,046",NA,NA,"296/321","Q4","7,94",NA,NA,NA,296,NA
2010,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7085,8152,"4 ISSUES/YEAR",35,"0,087","0,058",NA,"0",32,"100","3,428",32,0,NA,"9.3","0,00012",NA,NA,NA,"141/144","Q4","2,43",NA,NA,NA,141,NA
2016,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",142,"0,261","0,205","0,393","0,059",51,"100","5,638",51,0,"5.5","8.9","0,00021","0,077","0,02415",NA,"320/347","Q4","7,93",NA,NA,NA,320,NA
2008,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7084,8935,"4 ISSUES/YEAR",41,"0,114","0,089",NA,"0",33,"96,97","2,96",32,1,NA,"7.2","0,00015",NA,NA,NA,"203/209","Q4","3,11",NA,NA,NA,203,NA
2008,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7084,8935,"4 ISSUES/YEAR",41,"0,114","0,089",NA,"0",33,"96,97","2,96",32,1,NA,"7.2","0,00015",NA,NA,NA,"87/89","Q4","2,81",NA,NA,NA,87,NA
2012,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",40,"0,113","0,081","0,135","0",29,"100","3,033",29,0,NA,"9.3","0,00009","0,03",NA,NA,"320/333","Q4","4,05",NA,NA,NA,320,NA
2018,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",311,"0,551","0,421","0,649","0,09",78,"93,59","8,914",73,5,"9.4","9.3","0,00026","0,085","0,03184","0,32","313/363","Q4","13,91","318/357","Q4","11,06",313,318
2011,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7085,8152,"4 ISSUES/YEAR",57,"0,162","0,103","0,189","0,033",30,"100","6,204",30,0,NA,"7.6","0,00015","0,046",NA,NA,"161/168","Q4","4,46",NA,NA,NA,161,NA
2010,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8152,"4 ISSUES/YEAR",35,"0,087","0,058",NA,"0",32,"100","3,428",32,0,NA,"9.3","0,00012",NA,NA,NA,"292/305","Q4","4,43",NA,NA,NA,292,NA
2014,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",55,"0,041","0,014","0,111","0,188",48,"100","0,931",48,0,NA,"9.3","0,00004","0,016","0,00482",NA,"330/333","Q4","1,05",NA,NA,NA,330,NA
2012,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7085,8921,"4 ISSUES/YEAR",40,"0,113","0,081","0,135","0",29,"100","3,033",29,0,NA,"9.3","0,00009","0,03",NA,NA,"171/174","Q4","2,01",NA,NA,NA,171,NA
2009,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8152,"4 ISSUES/YEAR",33,"0,082","0,027",NA,"0,028",36,"97,22","3,486",35,1,NA,"8.6","0,00008",NA,NA,NA,"238/247","Q4","3,85",NA,NA,NA,238,NA
2019,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,552,7895,"4 ISSUES/YEAR",347,"0,597","0,567","0,707","0",33,"100","8,516",33,0,"5.5","9.3","0,0003","0,087","0,03663","0,28","324/373","Q4","13,27","337/369","Q4","8,81",324,337
2017,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",193,"0,505","0,495","0,491","0,154",13,"100","9,789",13,0,"5.3","9.2","0,00022","0,074","0,02534","0,34","297/353","Q4","16,01","299/347","Q4","13,98",297,299
2020,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,552,7895,"4 ISSUES/YEAR",517,"0,991","0,928","1,054","0,306",36,"97,22","11,876",35,1,"5.4","9.2","0,00052","0,197","0,10956","0,26","217/226","Q4","4,2","297/379","Q4","21,77",217,297
2016,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7085,8921,"4 ISSUES/YEAR",142,"0,261","0,205","0,393","0,059",51,"100","5,638",51,0,"5.5","8.9","0,00021","0,077","0,02415",NA,"188/194","Q4","3,35",NA,NA,NA,188,NA
2013,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",41,"0,153","0,136","0,138","0",44,"95,45","3,5",42,2,NA,">10.0","0,00009","0,034","0,0099",NA,"315/333","Q4","5,56",NA,NA,NA,315,NA
2009,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","1015-8812","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7085,8152,"4 ISSUES/YEAR",33,"0,082","0,027",NA,"0,028",36,"97,22","3,486",35,1,NA,"8.6","0,00008",NA,NA,NA,"109/112","Q4","3,13",NA,NA,NA,109,NA
2018,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",148,4,8,94,7085,8921,"4 ISSUES/YEAR",311,"0,551","0,421","0,649","0,09",78,"93,59","8,914",73,5,"9.4","9.3","0,00026","0,085","0,03184","0,32","209/217","Q4","3,92","203/214","Q4","5,37",209,203
2015,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,7085,8921,"4 ISSUES/YEAR",90,"0,185","0,163","0,279","0,05",40,"97,5","4,548",39,1,NA,"9.3","0,00016","0,057","0,0181",NA,"324/345","Q4","6,23",NA,NA,NA,324,NA
2020,"SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES","2222-3436","2222-3436",20311,"S. AFR. J. ECON. MANAG. SCI.",69,4,8,94,552,7895,"4 ISSUES/YEAR",517,"0,991","0,928","1,054","0,306",36,"97,22","11,876",35,1,"5.4","9.2","0,00052","0,197","0,10956","0,26","303/376","Q4","19,55","422/549","Q4","23,22",303,422
2020,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",1122,"0,979","0,801","1,34","0,357",83,"100","10,038",83,0,"7.2","10.4","0,00083","0,272","0,17453","0,59","238/264","Q4","10,04","406/722","Q3","43,84",238,406
2015,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",409,"0,56","0,397","0,874","0,032",63,"100","25,758",63,0,"5.8","8.3","0,00059","0,164","0,06766",NA,"172/231","Q3","25,76",NA,NA,NA,172,NA
2009,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",111,"0,308","0,179",NA,"0,031",32,"100","22,662",32,0,"5.1","9.9","0,00014",NA,NA,NA,"108/139","Q4","22,66",NA,NA,NA,108,NA
2012,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",170,"0,381","0,357","0,459","0,2",10,"100","25,799",10,0,"5.7","9.2","0,0004","0,119",NA,NA,"163/219","Q3","25,8",NA,NA,NA,163,NA
2017,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",605,"0,74","0,433","0,915","0,34",47,"100","19,456",47,0,"7.2","8.5","0,00034","0,095","0,03939","0,32","193/239","Q4","19,46","221/230","Q4","4,13",193,221
2010,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",160,"0,632","0,412",NA,"0,026",39,"100","47,011",39,0,"4.9","7.9","0,00033",NA,NA,NA,"98/184","Q3","47,01",NA,NA,NA,98,NA
2014,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",357,"0,483","0,303","0,751","0,061",66,"100","29,241",66,0,"6.6","8.9","0,00045","0,14","0,05096",NA,"159/224","Q3","29,24",NA,NA,NA,159,NA
2008,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",118,"0,262","0,19",NA,"0,028",36,"100","12,832",36,0,"5.0","9.0","0,00011",NA,NA,NA,"99/113","Q4","12,83",NA,NA,NA,99,NA
2011,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",183,"0,38","0,239","0,508","0,089",45,"100","25",45,0,"5.5","8.0","0,00029","0,082",NA,NA,"155/206","Q4","25",NA,NA,NA,155,NA
2019,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",822,"0,783","0,533","1,076","0,094",53,"98,11","15,779",52,1,"7.3","10.4","0,00047","0,129","0,05762","0,66","222/263","Q4","15,78","228/258","Q4","11,82",222,228
2013,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",262,"0,679","0,238","0,764","0,04",50,"100","44,977",50,0,"5.5","8.1","0,00049","0,155","0,05445",NA,"121/219","Q3","44,98",NA,NA,NA,121,NA
2016,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",462,"0,729","0,527","0,749","0,049",41,"97,56","29,149",40,1,"6.9","8.2","0,00048","0,127","0,05522",NA,"167/235","Q3","29,15",NA,NA,NA,167,NA
2018,"SOUTH AFRICAN JOURNAL OF EDUCATION","0256-0100","2076-3433",20312,"S. AFR. J. EDUC.",70,4,8,94,2034,8416,"4 ISSUES/YEAR",717,"0,693","0,5","0,993","0,192",73,"97,26","14,198",71,2,"7.6","9.4","0,00038","0,108","0,04535","0,59","209/243","Q4","14,2","209/237","Q4","12,03",209,209
2007,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",186,"0,219","0,031",NA,"0,1",20,"90","8,252",18,2,"8.5",">10.0","0,00016",NA,NA,NA,"95/103","Q4","8,25",NA,NA,NA,95,NA
2010,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",296,"0,636","0,455","0,824","0,037",27,"96,3","38,672",26,1,">10.0",">10.0","0,00031","0,19",NA,NA,"79/128","Q3","38,67",NA,NA,NA,79,NA
2008,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",214,"0,421","0,289",NA,"0,267",15,"86,67","22,897",13,2,"8.7","8.9","0,00023",NA,NA,NA,"83/107","Q4","22,9",NA,NA,NA,83,NA
2011,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",322,"0,844","0,6","1,173","0,067",30,"100","42,578",30,0,"8.7","9.6","0,00044","0,246",NA,NA,"74/128","Q3","42,58",NA,NA,NA,74,NA
2019,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",943,"1,833","1,6","1,76","0,448",29,"96,55","44,245",28,1,"9.5","11.9","0,00054","0,296","0,06671","0,48","78/139","Q3","44,24","89/136","Q3","34,93",78,89
2016,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",644,"0,873","0,825","1,219","0,1",10,"100","31,923",10,0,">10.0",">10.0","0,00073","0,326","0,08342",NA,"89/130","Q3","31,92",NA,NA,NA,89,NA
2020,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",1066,"1,733","1,417","2,319","0,2",25,"80","23,264",20,5,"9.7","10.2","0,00048","0,33","0,10264","0,51","111/144","Q4","23,26","94/160","Q3","41,56",111,94
2013,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",463,"0,932","0,661","1,269","0,182",33,"96,97","39,431",32,1,"9.2",">10.0","0,00059","0,299","0,06538",NA,"75/123","Q3","39,43",NA,NA,NA,75,NA
2009,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",187,"0,314","0,286","0,457","0,167",18,"94,44","10,593",17,1,"9.6","9.9","0,00027","0,16",NA,NA,"106/118","Q4","10,59",NA,NA,NA,106,NA
2017,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",610,"0,636","0,618","1,108","0,286",14,"100","19,173",14,0,"9.6","11.8","0,0005","0,243","0,05788","0,36","108/133","Q4","19,17","95/129","Q3","26,74",108,95
2015,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",574,"0,922","0,844","1,22","0,161",31,"96,77","38,8",30,1,"9.7",">10.0","0,00069","0,306","0,07916",NA,"77/125","Q3","38,8",NA,NA,NA,77,NA
2018,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",710,"1,692","1,596","1,75","0,065",31,"87,1","48,519",27,4,"8.5","12.4","0,00065","0,334","0,07776","0,49","70/135","Q3","48,52","84/133","Q3","37,22",70,84
2014,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",392,"0,548","0,516","0,92","0",16,"100","19,919",16,0,">10.0",">10.0","0,00056","0,257","0,06264",NA,"99/123","Q4","19,92",NA,NA,NA,99,NA
2012,"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904",20313,"S. AFR. J. ENOL. VITIC.",104,3,8,94,5917,4901,"2 ISSUES/YEAR",407,"1,193","1,07","1,273","0,062",16,"93,75","49,597",15,1,"8.9",">10.0","0,00067","0,347",NA,NA,"63/124","Q3","49,6",NA,NA,NA,63,NA
2008,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",593,"0,854","0,753","1,208","0,083",24,"95,83","51,19",23,1,"8.6",">10.0","0,00292","0,668",NA,NA,"21/42","Q2","51,19",NA,NA,NA,21,NA
2001,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7577,"4 ISSUES/YEAR",295,"0,38","0,38",NA,NA,NA,NA,"21,429",NA,NA,"6.8",">10.0",NA,NA,NA,NA,"28/35","Q4","21,43",NA,NA,NA,28,NA
2002,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",414,"0,659","0,455",NA,"0,211",19,"94,74","51,471",18,1,"7.4",">10.0",NA,NA,NA,NA,"17/34","Q2","51,47",NA,NA,NA,17,NA
2014,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"2 ISSUES/YEAR",701,"0,83","0,787",NA,"0,1",10,"100","35,87",10,0,">10.0",">10.0","0,00067",NA,"0,07517",NA,"30/46","Q3","35,87",NA,NA,NA,30,NA
2010,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",695,"0,638","0,466","0,978","0,12",25,"100","23,958",25,0,">10.0",">10.0","0,00124","0,346",NA,NA,"37/48","Q4","23,96",NA,NA,NA,37,NA
2006,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",548,"1","0,8",NA,"0,148",27,"100","60,811",27,0,"9.3",">10.0",NA,NA,NA,NA,"15/37","Q2","60,81",NA,NA,NA,15,NA
2009,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",851,"1,013","0,934","1,687","0,8",5,"100","58,163",5,0,"8.4",">10.0","0,00257","0,615",NA,NA,"21/49","Q2","58,16",NA,NA,NA,21,NA
2016,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",917,"0,636","0,473",NA,"0,121",33,"100","28,723",33,0,">10.0",">10.0","0,00077",NA,"0,08825",NA,"34/47","Q3","28,72",NA,NA,NA,34,NA
1998,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7577,"4 ISSUES/YEAR",281,"0,727","0,409",NA,"0,105",19,"94,74","50",18,1,"6.4","10.0",NA,NA,NA,NA,"17/33","Q3","50",NA,NA,NA,17,NA
2020,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",1343,"1,463","1,149","1,237","0,475",40,"100","51,042",40,0,"14.9","16.6","0,00065","0,335","0,13713","0,56","24/48","Q2","51,04","30/61","Q2","51,64",24,30
2019,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",1163,"1,119","0,791","0,977","0,556",36,"97,22","41,489",35,1,"15.2","17.8","0,00057","0,264","0,07003","0,34","28/47","Q3","41,49","40/47","Q4","15,96",28,40
2005,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",552,"1,086","0,7",NA,"0,31",29,"100","70,833",29,0,"8.5",">10.0",NA,NA,NA,NA,"Nov-36","Q2","70,83",NA,NA,NA,11,NA
2003,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",438,"1,021","0,894",NA,"0,333",6,"100","57,813",6,0,"7.7",">10.0",NA,NA,NA,NA,"14/32","Q2","57,81",NA,NA,NA,14,NA
2015,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"2 ISSUES/YEAR",740,"0,909","0,758",NA,"0,074",27,"100","43,617",27,0,">10.0",">10.0","0,00062",NA,"0,07115",NA,"27/47","Q3","43,62",NA,NA,NA,27,NA
2017,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",884,"0,552","0,54","0,829","0",11,"100","13,83",11,0,"13.1","17.6","0,00073","0,351","0,08573","0,4","41/47","Q4","13,83","34/47","Q3","28,72",41,34
1999,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7577,"4 ISSUES/YEAR",367,"0,844","0,656",NA,"0,385",26,"100","45,588",26,0,"5.6",">10.0",NA,NA,NA,NA,"19/34","Q3","45,59",NA,NA,NA,19,NA
2011,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",647,"0,412","0,412","0,895","0,423",26,"100","15,957",26,0,"9.7",">10.0","0,00116","0,368",NA,NA,"40/47","Q4","15,96",NA,NA,NA,40,NA
2018,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",1056,"0,547","0,547","0,731",NA,NA,NA,"13,83",NA,NA,"14.2",NA,"0,00053","0,259","0,06353","0,3","41/47","Q4","13,83","40/47","Q4","15,96",41,40
2012,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",586,"0,882","0,784","0,824","0,167",6,"100","39,362",6,0,">10.0",">10.0","0,00089","0,331",NA,NA,"29/47","Q3","39,36",NA,NA,NA,29,NA
2000,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7577,"4 ISSUES/YEAR",261,"0,54","0,333",NA,"0,125",8,"75","29,167",6,2,"6.0",">10.0",NA,NA,NA,NA,"26/36","Q3","29,17",NA,NA,NA,26,NA
2007,"SOUTH AFRICAN JOURNAL OF GEOLOGY","1012-0750","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",539,"0,602","0,518","1,045","0,906",32,"87,5","33,75",28,4,"8.1",">10.0","0,00204","0,491",NA,NA,"27/40","Q3","33,75",NA,NA,NA,27,NA
2004,"SOUTH AFRICAN JOURNAL OF GEOLOGY","0371-7208","1996-8590",20314,"S. AFR. J. GEOL.",111,3,8,94,2486,7650,"4 ISSUES/YEAR",516,"1,111","0,463",NA,"1,2",30,"90","64,286",27,3,"7.0",">10.0",NA,NA,NA,NA,"13/35","Q2","64,29",NA,NA,NA,13,NA
2020,"SOUTH AFRICAN JOURNAL OF GEOMATICS","2225-8531","2225-8531",20315,"S. AFR. J. GEOMAT.",239,2,8,94,1634,9463,NA,142,NA,NA,NA,"0,111",27,"100",NA,27,0,"5.3","7.8","0,00015",NA,"0,03156","0,09",NA,NA,NA,"47/50","Q4","7",NA,47
2020,"SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION","1011-3487","1753-5913",20316,"S. AFR. J. HIGH, EDUC.",70,2,8,94,6065,8663,"6 ISSUES/YEAR",233,NA,NA,NA,"0,021",96,"98,96",NA,95,1,"2.8","9.7","0,00056",NA,"0,11777","0,39",NA,NA,NA,"499/722","Q3","30,96",NA,499
2011,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",45,"0,195","0,195","0,398","0,182",22,"90,91","3,415",20,2,NA,"5.3","0,00025","0,153",NA,NA,"31/32","Q4","4,69",NA,NA,NA,31,NA
2013,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",90,"1,022","1,022","0,629",NA,NA,NA,"9,691",NA,NA,NA,NA,"0,00047","0,269","0,05177",NA,"64/72","Q4","11,81",NA,NA,NA,64,NA
2017,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,552,7895,"1 ISSUE/YEAR",190,"1,089","1,044","0,942","0,217",23,"100","9,261",23,0,"4.6","5.8","0,00067","0,357","0,07868","0,19","32/35","Q4","10","29/32","Q4","10,94",32,29
