"fec","fue","issn","eissn","revista_id","tic","categoria_id","edicion_id","idioma_id","region_id","editor_id","jcrDireccion_id","frecPublicacion","citasTotal","jif","jifSinAutocitas","jif5Anos","indInmediatez","itemsCitables","itemsCitables.Articulos","jifPercPromedio","articles","revisionesTotal","vidaMediaCitasRecibidas","vidaMediaCitasRealizadas","indAutofactor","indInfluenciaArticulo","indAutofactorNormalizado","jci","jifRango","jifCuartil","jifPercentil","jciRango","jciCuartil","jciPercentil","jifPosicion","jciPosicion"
2019,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,552,7895,"1 ISSUE/YEAR",270,"2,5","2,389","1,465","0,067",30,"90","38,624",27,3,"4.1","6.4","0,00062","0,436","0,07658","0,43","24/37","Q3","36,49","28/34","Q4","19,12",24,28
2016,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,552,7895,"1 ISSUE/YEAR",147,"0,345","0,328","0,842","0,15",20,"100","3,099",20,0,"4.5","7.2","0,00067","0,334","0,07667",NA,"33/34","Q4","4,41",NA,NA,NA,33,NA
2012,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",75,"0,556","0,5","0,561","0,917",12,"91,67","5,462",11,1,NA,"4.0","0,00034","0,201",NA,NA,"32/34","Q4","7,35",NA,NA,NA,32,NA
2018,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,552,7895,"1 ISSUE/YEAR",205,"1,372","1,326","1,029","0,154",13,"92,31","12,976",12,1,"5.1","7.9","0,0007","0,392","0,08379","0,3","31/36","Q4","15,28","29/33","Q4","13,64",31,29
2013,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",90,"1,022","1,022","0,629",NA,NA,NA,"9,691",NA,NA,NA,NA,"0,00047","0,269","0,05177",NA,"31/33","Q4","7,58",NA,NA,NA,31,NA
2015,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,553,7895,"4 ISSUES/YEAR",142,"0,529","0,397","0,82","0,08",25,"96","4,984",24,1,"3.9","4.4","0,00047","0,243","0,05371",NA,"79/83","Q4","5,42",NA,NA,NA,79,NA
2020,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,552,7895,"1 ISSUE/YEAR",449,"2,744","2,651","2,622","0,408",49,"93,88","33,937",46,3,"3.9","6.0","0,00103","0,906","0,21701","0,43","24/36","Q3","34,72","31/36","Q4","15,28",24,31
2014,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",106,"0,898","0,847","0,664","0,212",33,"100","6,439",33,0,"2.8","7.1","0,00053","0,271","0,05884",NA,"72/78","Q4","8,33",NA,NA,NA,72,NA
2008,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",22,"0,517","0,517",NA,"0,056",18,"100","5,229",18,0,NA,"4.2","0,0003",NA,NA,NA,"49/51","Q4","4,9",NA,NA,NA,49,NA
2011,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",45,"0,195","0,195","0,398","0,182",22,"90,91","3,415",20,2,NA,"5.3","0,00025","0,153",NA,NA,"69/70","Q4","2,14",NA,NA,NA,69,NA
2016,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,552,7895,"1 ISSUE/YEAR",147,"0,345","0,328","0,842","0,15",20,"100","3,099",20,0,"4.5","7.2","0,00067","0,334","0,07667",NA,"83/84","Q4","1,79",NA,NA,NA,83,NA
2015,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,553,7895,"4 ISSUES/YEAR",142,"0,529","0,397","0,82","0,08",25,"96","4,984",24,1,"3.9","4.4","0,00047","0,243","0,05371",NA,"32/33","Q4","4,55",NA,NA,NA,32,NA
2010,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",39,"0,378","0,333","0,389","0",14,"85,71","5,29",12,2,NA,"6.5","0,0003","0,172",NA,NA,"32/33","Q4","4,55",NA,NA,NA,32,NA
2009,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",27,"0,457","0,371",NA,"0,074",27,"96,3","4,693",26,1,NA,"4.5","0,00017",NA,NA,NA,"55/57","Q4","4,39",NA,NA,NA,55,NA
2018,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,552,7895,"1 ISSUE/YEAR",205,"1,372","1,326","1,029","0,154",13,"92,31","12,976",12,1,"5.1","7.9","0,0007","0,392","0,08379","0,3","80/89","Q4","10,67","80/85","Q4","6,47",80,80
2009,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",27,"0,457","0,371",NA,"0,074",27,"96,3","4,693",26,1,NA,"4.5","0,00017",NA,NA,NA,"29/30","Q4","5",NA,NA,NA,29,NA
2017,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,552,7895,"1 ISSUE/YEAR",190,"1,089","1,044","0,942","0,217",23,"100","9,261",23,0,"4.6","5.8","0,00067","0,357","0,07868","0,19","81/88","Q4","8,52","82/84","Q4","2,98",81,82
2008,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",22,"0,517","0,517",NA,"0,056",18,"100","5,229",18,0,NA,"4.2","0,0003",NA,NA,NA,"26/27","Q4","5,56",NA,NA,NA,26,NA
2019,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,552,7895,"1 ISSUE/YEAR",270,"2,5","2,389","1,465","0,067",30,"90","38,624",27,3,"4.1","6.4","0,00062","0,436","0,07658","0,43","55/92","Q3","40,76","75/90","Q4","17,22",55,75
2020,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,552,7895,"1 ISSUE/YEAR",449,"2,744","2,651","2,622","0,408",49,"93,88","33,937",46,3,"3.9","6.0","0,00103","0,906","0,21701","0,43","62/92","Q3","33,15","86/117","Q3","26,92",62,86
2012,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",75,"0,556","0,5","0,561","0,917",12,"91,67","5,462",11,1,NA,"4.0","0,00034","0,201",NA,NA,"68/70","Q4","3,57",NA,NA,NA,68,NA
2010,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",129,3,8,94,5353,8716,"4 ISSUES/YEAR",39,"0,378","0,333","0,389","0",14,"85,71","5,29",12,2,NA,"6.5","0,0003","0,172",NA,NA,"55/58","Q4","6,03",NA,NA,NA,55,NA
2014,"SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE","1608-9693","2078-6751",20317,"SOUTH. AFR. J. HIV MED.",268,3,8,94,5353,8716,"4 ISSUES/YEAR",106,"0,898","0,847","0,664","0,212",33,"100","6,439",33,0,"2.8","7.1","0,00053","0,271","0,05884",NA,"32/33","Q4","4,55",NA,NA,NA,32,NA
2012,"SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS","0258-7203","1996-2126",20318,"S. AFR. J. HUM. RIGHTS",135,4,8,94,3646,7423,"3 ISSUES/YEAR",61,"0,051","0,026","0,17","0",5,"100","3,261",5,0,NA,">10.0","0,00008","0,048",NA,NA,"134/138","Q4","3,26",NA,NA,NA,134,NA
2014,"SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS","0258-7203","1996-2126",20318,"S. AFR. J. HUM. RIGHTS",135,4,8,94,3646,7423,"3 ISSUES/YEAR",113,"0,17","0,132","0,272","0",7,"100","10,839",7,0,"8.1",">10.0","0,00018","0,099","0,02009",NA,"128/143","Q4","10,84",NA,NA,NA,128,NA
2015,"SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS","0258-7203","1996-2126",20318,"S. AFR. J. HUM. RIGHTS",135,4,8,94,3646,7423,"3 ISSUES/YEAR",227,"0,392","0,098","0,36","0,5",20,"100","27,181",20,0,">10.0",">10.0","0,00009","0,052","0,01018",NA,"109/149","Q3","27,18",NA,NA,NA,109,NA
2017,"SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS","0258-7203","1996-2126",20318,"S. AFR. J. HUM. RIGHTS",135,4,8,94,6123,1022,"3 ISSUES/YEAR",206,"0,148","0,056","0,217","0",23,"95,65","4,333",22,1,"12.9","9.5","0,00008","0,048","0,00986","0,34","144/150","Q4","4,33","126/137","Q4","8,39",144,126
2016,"SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS","0258-7203","1996-2126",20318,"S. AFR. J. HUM. RIGHTS",135,4,8,94,6123,1022,"3 ISSUES/YEAR",264,"0,49","0,157","0,441","0,08",25,"100","28,523",25,0,">10.0",">10.0","0,00015","0,08","0,01682",NA,"107/149","Q3","28,52",NA,NA,NA,107,NA
2009,"SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS","0258-7203","1996-2126",20318,"S. AFR. J. HUM. RIGHTS",135,4,8,94,3646,7423,"3 ISSUES/YEAR",226,"0,692","0,103",NA,"0",5,"100","43,534",5,0,"7.0","7.5","0,00013",NA,NA,NA,"66/116","Q3","43,53",NA,NA,NA,66,NA
2018,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",262,"0,547","0,438","0,583","0,029",69,"98,55","5,435",68,1,"4.4","7.8","0,00028","0,076","0,03393","0,19","44/46","Q4","5,43","43/45","Q4","5,56",44,43
2012,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","1012-277X","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",19,"0,134","0,104","0,118","0",51,"100","3,409",51,0,NA,"9.2","0,00005","0,017",NA,NA,"43/44","Q4","3,41",NA,NA,NA,43,NA
2019,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",319,"0,488","0,372","0,705","0,015",67,"97,01","3,125",65,2,"4.3","7.0","0,00038","0,099","0,04644","0,16","47/48","Q4","3,13","47/48","Q4","3,13",47,47
2013,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",29,"0,107","0,036","0,135","0,021",47,"97,87","1,163",46,1,NA,"8.4","0,00006","0,021","0,00698",NA,"43/43","Q4","1,16",NA,NA,NA,43,NA
2015,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",55,"0,188","0,115","0,192","0",50,"100","3,409",50,0,NA,"8.8","0,00012","0,037","0,01356",NA,"43/44","Q4","3,41",NA,NA,NA,43,NA
2020,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",410,"0,654","0,574","0,876","0",63,"95,24","5,102",60,3,"4.6","7.5","0,00043","0,129","0,09019","0,14","47/49","Q4","5,1","57/62","Q4","8,87",47,57
2017,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",189,"0,409","0,323","0,485","0,043",46,"97,83","5,319",45,1,"4.5","7.4","0,00026","0,069","0,03041","0,18","45/47","Q4","5,32","43/44","Q4","3,41",45,43
2016,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",136,"0,576","0,424","0,496","0,026",77,"96,1","14,773",74,3,"3.3","8.1","0,00025","0,076","0,02875",NA,"38/44","Q4","14,77",NA,NA,NA,38,NA
2011,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","1012-277X","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",25,"0,215","0,169",NA,"0",33,"100","12,791",33,0,NA,"8.9","0,00014",NA,NA,NA,"38/43","Q4","12,79",NA,NA,NA,38,NA
2009,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","1012-277X","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",8,"0,093","0,093",NA,"0",31,"100","6,757",31,0,NA,"9.8","0,00003",NA,NA,NA,"35/37","Q4","6,76",NA,NA,NA,35,NA
2010,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","1012-277X","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",23,"0,2","0,083",NA,"0,118",34,"100","9,211",34,0,NA,"8.9","0,00002",NA,NA,NA,"35/38","Q4","9,21",NA,NA,NA,35,NA
2014,"SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING","2224-7890","2224-7890",20319,"S. AFR. J. IND. ENG.",86,3,8,94,5932,9299,"2 ISSUES/YEAR",32,"0,061","0,051","0,112","0",32,"100","1,163",32,0,NA,"9.9","0,00007","0,022","0,00766",NA,"43/43","Q4","1,16",NA,NA,NA,43,NA
2020,"SOUTH AFRICAN JOURNAL OF INFORMATION MANAGEMENT","2078-1865","1560-683X",20320,"S. AFR. J. INFORM. MANAG.",130,2,8,94,552,7895,"1 ISSUE/YEAR",161,NA,NA,NA,"0,034",29,"96,55",NA,28,1,"4.4","6.5","0,00015",NA,"0,03312","0,33",NA,NA,NA,"97/163","Q3","40,8",NA,97
2020,"SOUTH AFRICAN JOURNAL OF INTERNATIONAL AFFAIRS-SAJIA","1022-0461","1938-0275",20321,"S. AFR. J. INT. AFF.",133,2,8,94,5269,1023,"4 ISSUES/YEAR",213,NA,NA,NA,"0,217",23,"100",NA,23,0,"7.0","7.9","0,00034",NA,"0,07162","0,32",NA,NA,NA,"108/144","Q3","25,35",NA,108
2020,"SOUTH AFRICAN JOURNAL OF LIBRARIES AND INFORMATION SCIENCE","0256-8861","2304-8263",20322,"S. AFR. J. LIBR. INF. SCI.",130,2,8,94,2349,7763,"2 ISSUES/YEAR",118,NA,NA,NA,"0",11,"100",NA,11,0,"7.2","9.2","0,00008",NA,"0,01733","0,33",NA,NA,NA,"97/163","Q3","40,8",NA,97
2004,"SOUTH AFRICAN JOURNAL OF MARINE SCIENCE-SUID-AFRIKAANSE TYDSKRIF VIR SEEWETENSKAP","0257-7615",NA,20323,"SOUTH AFR. J. MAR. SCI.-SUID-AFR. TYDSK. SEEWETENS.",149,3,8,94,5469,7954,"1 ISSUE/YEAR",799,"0,643","0,643",NA,NA,0,NA,"24,667",0,0,">10.0",">10.0",NA,NA,NA,NA,"57/75","Q4","24,67",NA,NA,NA,57,NA
2002,"SOUTH AFRICAN JOURNAL OF MARINE SCIENCE-SUID-AFRIKAANSE TYDSKRIF VIR SEEWET","0257-7615",NA,20323,"SOUTH AFR. J. MAR. SCI.-SUID-AFR. TYDSK. SEEWETENS.",149,3,8,94,5469,7954,"1 ISSUE/YEAR",880,"0,754","0,544",NA,"1,405",42,"100","36,301",42,0,"9.1",">10.0",NA,NA,NA,NA,"47/73","Q3","36,3",NA,NA,NA,47,NA
2003,"SOUTH AFRICAN JOURNAL OF MARINE SCIENCE-SUID-AFRIKAANSE TYDSKRIF VIR SEEWETENSKAP","0257-7615",NA,20323,"SOUTH AFR. J. MAR. SCI.-SUID-AFR. TYDSK. SEEWETENS.",149,3,8,94,5469,7954,"1 ISSUE/YEAR",915,"0,892","0,892",NA,NA,0,NA,"43,919",0,0,">10.0",">10.0",NA,NA,NA,NA,"42/74","Q3","43,92",NA,NA,NA,42,NA
2001,"SOUTH AFRICAN JOURNAL OF MARINE SCIENCE-SUID-AFRIKAANSE TYDSKRIF VIR SEEWET","0257-7615",NA,20323,"SOUTH AFR. J. MAR. SCI.-SUID-AFR. TYDSK. SEEWETENS.",149,3,8,94,5469,7954,"1 ISSUE/YEAR",847,"1,364","0,636",NA,"1,531",32,"100","72,535",32,0,"9.4",">10.0",NA,NA,NA,NA,"20/71","Q2","72,54",NA,NA,NA,20,NA
2020,"SOUTH AFRICAN JOURNAL OF PHILOSOPHY","0258-0136","2073-4867",20324,"SOUTH AFR. J. PHILOS.",202,1,22,94,5269,1023,"4 ISSUES/YEAR",241,NA,NA,NA,"0,091",33,"100",NA,33,0,"7.9","14.3","0,00033","0,163","0,06982","0,71",NA,NA,NA,"107/317","Q2","66,4",NA,107
2000,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",221,4,8,94,1174,7001,"4 ISSUES/YEAR",61,"0,22","0,18",NA,"0,136",22,"95,45","18,571",21,1,NA,">10.0",NA,NA,NA,NA,"86/105","Q4","18,57",NA,NA,NA,86,NA
2001,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5093,7663,"4 ISSUES/YEAR",102,"0,245","0,143",NA,"0",23,"95,65","18,5",22,1,"6.8",">10.0",NA,NA,NA,NA,"82/100","Q4","18,5",NA,NA,NA,82,NA
2008,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6314,7540,"4 ISSUES/YEAR",255,"0,316","0,255","0,599","0,062",48,"97,92","17,327",47,1,"6.6","9.4","0,00028","0,07",NA,NA,"84/101","Q4","17,33",NA,NA,NA,84,NA
2002,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5093,7663,"4 ISSUES/YEAR",130,"0,267","0,117",NA,"0,071",14,"100","23,039",14,0,"6.5",">10.0",NA,NA,NA,NA,"79/102","Q4","23,04",NA,NA,NA,79,NA
2020,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",1098,"1,44","1,179","1,575","0,304",69,"95,65","29,643",66,3,"9.7","8.8","0,00083","0,38","0,17535","0,44","99/140","Q3","29,64","117/194","Q3","39,95",99,117
2005,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5093,7663,"4 ISSUES/YEAR",244,"0,392","0,196",NA,"0,061",33,"96,97","29,208",32,1,"8.0","9.8",NA,NA,NA,NA,"72/101","Q3","29,21",NA,NA,NA,72,NA
1997,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",221,4,8,94,1174,7015,"4 ISSUES/YEAR",104,"0,364","0,212",NA,"0,042",24,"100","43,981",24,0,"5.7","9.9",NA,NA,NA,NA,"61/108","Q3","43,98",NA,NA,NA,61,NA
1999,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",221,4,8,94,1174,7001,"4 ISSUES/YEAR",59,"0,062","0,063",NA,"0",20,"90","5,14",18,2,NA,"9.6",NA,NA,NA,NA,"102/107","Q4","5,14",NA,NA,NA,102,NA
2015,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",469,"0,532","0,329","0,63","0,186",43,"97,67","19,767",42,1,"8.2","9.7","0,00054","0,163","0,06166",NA,"104/129","Q4","19,77",NA,NA,NA,104,NA
2017,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",664,"0,798","0,69","0,856","0,283",46,"95,65","25,556",44,2,"9.4","10.0","0,00055","0,186","0,06472","0,38","101/135","Q3","25,56","103/130","Q4","21,15",101,103
2014,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",414,"0,473","0,352","0,56","0,122",41,"100","22,868",41,0,"8.4","8.8","0,00057","0,164","0,06354",NA,"100/129","Q4","22,87",NA,NA,NA,100,NA
2011,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6314,7540,"4 ISSUES/YEAR",408,"0,457","0,321","0,63","1",46,"95,65","26",44,2,"6.7",">10.0","0,00052","0,125",NA,NA,"93/125","Q3","26",NA,NA,NA,93,NA
2016,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",553,"0,619","0,512","0,81","0,341",41,"100","22,868",41,0,"8.4",">10.0","0,00064","0,203","0,07408",NA,"100/129","Q4","22,87",NA,NA,NA,100,NA
2013,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",330,"0,212","0,162","0,382","0,211",38,"100","8,915",38,0,"8.8","8.7","0,00038","0,101","0,04218",NA,"118/129","Q4","8,91",NA,NA,NA,118,NA
2010,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6314,7540,"4 ISSUES/YEAR",370,"0,386","0,216","0,758","0,732",41,"100","17,917",41,0,"5.8","9.0","0,00087","0,205",NA,NA,"99/120","Q4","17,92",NA,NA,NA,99,NA
1998,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",221,4,8,94,1174,7014,"4 ISSUES/YEAR",160,"0,176","0,059",NA,"0,033",30,"96,67","13,303",29,1,"7.8","9.5",NA,NA,NA,NA,"95/109","Q4","13,3",NA,NA,NA,95,NA
2006,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6315,7540,"4 ISSUES/YEAR",192,"0,6","0,25",NA,"0,292",48,"91,67","39,899",44,4,"5.7","9.6",NA,NA,NA,NA,"60/99","Q3","39,9",NA,NA,NA,60,NA
2003,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5093,7663,"4 ISSUES/YEAR",156,"0,164","0,131",NA,"0",8,"100","10,396",8,0,"7.0",">10.0",NA,NA,NA,NA,"91/101","Q4","10,4",NA,NA,NA,91,NA
2019,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",785,"0,898","0,75","1,023","0,5",42,"95,24","25,725",40,2,"9.5","9.6","0,00062","0,233","0,07666","0,4","103/138","Q3","25,72","109/133","Q4","18,42",103,109
2012,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6314,7540,"4 ISSUES/YEAR",350,"0,414","0,184","0,551","0,868",53,"100","21,032",53,0,"6.2","8.7","0,00059","0,15",NA,NA,"100/126","Q4","21,03",NA,NA,NA,100,NA
2009,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6314,7540,"4 ISSUES/YEAR",311,"0,347","0,265","0,631","0,525",40,"97,5","19,196",39,1,"6.2","9.7","0,00046","0,108",NA,NA,"91/112","Q4","19,2",NA,NA,NA,91,NA
2018,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,5361,65,"4 ISSUES/YEAR",675,"0,782","0,609","0,756","0,262",42,"95,24","20,803",40,2,"9.8","9.5","0,00048","0,175","0,05739","0,41","109/137","Q4","20,8","106/132","Q4","20,08",109,106
2007,"SOUTH AFRICAN JOURNAL OF PSYCHOLOGY","0081-2463","2078-208X",20325,"SOUTH AFR. J. PSYCHOL.",229,4,8,94,6315,7540,"4 ISSUES/YEAR",207,"0,383","0,123","0,525","0,48",50,"96","27,941",48,2,"5.6","8.3","0,00046","0,122",NA,NA,"74/102","Q3","27,94",NA,NA,NA,74,NA
2010,"SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION","0379-9069",NA,20326,"S. AFR. J. RES. SPORT. PHYS. EDUC. R.",247,4,8,94,6045,6465,"2 ISSUES/YEAR",14,"0,043","0,043","0,057",NA,NA,NA,"1,786",NA,NA,NA,NA,"0,00002","0,014",NA,NA,"83/84","Q4","1,79",NA,NA,NA,83,NA
