"source","research_area","issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source_url"
NA,"Agriculture & Food Sciences",NA,NA,NA,"https://www.ajol.info/index.php/najfnr"
NA,"Agriculture & Food Sciences",NA,NA,NA,"https://www.ajol.info/index.php/rafea"
"Rwanda Journal  of Agricultural Sciences","Agriculture & Food Sciences","2707-7209",NA,NA,"https://www.ajol.info/index.php/rjeas"
NA,"Agriculture & Food Sciences",NA,NA,NA,"https://www.ajol.info/index.php/jsdugs"
"South African Journal of Agricultural Extension","Agriculture & Food Sciences","2413-3221",NA,NA,"https://www.ajol.info/index.php/sajae"
"South African Journal of Agricultural Extension","Agriculture & Food Sciences","2413-3221",NA,NA,"https://www.ajol.info/index.php/sajae"
"South African Journal of Animal Science","Agriculture & Food Sciences","2221-4062","2221-4062","0375-1589","https://www.ajol.info/index.php/sajas"
"South African Journal of Animal Science","Agriculture & Food Sciences","2221-4062","2221-4062","0375-1589","https://www.ajol.info/index.php/sajas"
"South African Journal of Plant and Soil","Agriculture & Food Sciences","2167-034X","2167-034X","0257-1862","https://www.ajol.info/index.php/sajps"
"South African Journal of Plant and Soil","Agriculture & Food Sciences","2167-034X","2167-034X","0257-1862","https://www.ajol.info/index.php/sajps"
"Southern Forests: a Journal of Forest Science","Agriculture & Food Sciences","2070-2639",NA,NA,"https://www.ajol.info/index.php/sfjfs"
"Southern Forests: a Journal of Forest Science","Agriculture & Food Sciences","2070-2639",NA,NA,"https://www.ajol.info/index.php/sfjfs"
"Tanzania Journal of Agricultural Sciences","Agriculture & Food Sciences",NA,"0856-664X",NA,"https://www.ajol.info/index.php/tjags"
"Tanzania Journal of Agricultural Sciences","Agriculture & Food Sciences",NA,"0856-664X",NA,"https://www.ajol.info/index.php/tjags"
"Tanzania Journal of Forestry and Nature Conservation","Agriculture & Food Sciences","2408-8137","2408-8137","2408-8129","https://www.ajol.info/index.php/tjfnc"
"Tanzania Journal of Forestry and Nature Conservation","Agriculture & Food Sciences","2408-8137","2408-8137","2408-8129","https://www.ajol.info/index.php/tjfnc"
"Tanzania Veterinary Journal","Agriculture & Food Sciences","2714-206X","2714-206X",NA,"https://www.ajol.info/index.php/tvj"
"Tanzania Veterinary Journal","Agriculture & Food Sciences","2714-206X","2714-206X",NA,"https://www.ajol.info/index.php/tvj"
"Tunisian Journal of Plant Protection","Agriculture & Food Sciences",NA,"1737-5436",NA,"https://www.ajol.info/index.php/tjpp"
"Tunisian Journal of Plant Protection","Agriculture & Food Sciences",NA,"1737-5436",NA,"https://www.ajol.info/index.php/tjpp"
"Uganda Journal of Agricultural Sciences","Agriculture & Food Sciences","2410-6909","2410-6909","1026-0919","https://www.ajol.info/index.php/ujas"
"Uganda Journal of Agricultural Sciences","Agriculture & Food Sciences","2410-6909","2410-6909","1026-0919","https://www.ajol.info/index.php/ujas"
"UNISWA Journal of Agriculture","Agriculture & Food Sciences","1021-0873",NA,NA,"https://www.ajol.info/index.php/uniswa"
"UNISWA Journal of Agriculture","Agriculture & Food Sciences","1021-0873",NA,NA,"https://www.ajol.info/index.php/uniswa"
"UNISWA Research Journal of Agriculture, Science and Technology","Agriculture & Food Sciences","1029-9645",NA,NA,"https://www.ajol.info/index.php/uniswa-rjast"
"UNISWA Research Journal of Agriculture, Science and Technology","Agriculture & Food Sciences","1029-9645",NA,NA,"https://www.ajol.info/index.php/uniswa-rjast"
"African Journal of Aquatic Science","Aquatic Sciences","1727-9364","1608-5914","1727-9364","https://www.ajol.info/index.php/ajas"
"African Journal of Aquatic Science","Aquatic Sciences","1727-9364","1608-5914","1727-9364","https://www.ajol.info/index.php/ajas"
"African Journal of Marine Science","Aquatic Sciences","1814-2338","1814-2338","1814-232X","https://www.ajol.info/index.php/ajms"
"African Journal of Marine Science","Aquatic Sciences","1814-2338","1814-2338","1814-232X","https://www.ajol.info/index.php/ajms"
"African Journal of Tropical Hydrobiology and Fisheries","Aquatic Sciences","0002-0036","2226-4647","0002-0036","https://www.ajol.info/index.php/ajthf"
"African Journal of Tropical Hydrobiology and Fisheries","Aquatic Sciences","0002-0036","2226-4647","0002-0036","https://www.ajol.info/index.php/ajthf"
"Journal of Aquatic Sciences","Aquatic Sciences","0189-8779","1115-2788","1018-3469","https://www.ajol.info/index.php/jas"
"Journal of Aquatic Sciences","Aquatic Sciences","0189-8779","1115-2788","1018-3469","https://www.ajol.info/index.php/jas"
"Nigerian Journal of Biotechnology","Aquatic Sciences","0189-1731","0189-1731",NA,"https://www.ajol.info/index.php/njb"
"Nigerian Journal of Biotechnology","Aquatic Sciences","0189-1731","0189-1731",NA,"https://www.ajol.info/index.php/njb"
"Nigerian Journal of Fisheries","Aquatic Sciences","1597-443X",NA,NA,"https://www.ajol.info/index.php/njf"
"Nigerian Journal of Fisheries","Aquatic Sciences","1597-443X",NA,NA,"https://www.ajol.info/index.php/njf"
"Tanzania Journal of Agricultural Sciences","Aquatic Sciences",NA,"0856-664X",NA,"https://www.ajol.info/index.php/tjags"
"Tanzania Journal of Agricultural Sciences","Aquatic Sciences",NA,"0856-664X",NA,"https://www.ajol.info/index.php/tjags"
"Tropical Freshwater Biology","Aquatic Sciences","0795-0101",NA,NA,"https://www.ajol.info/index.php/tfb"
"Tropical Freshwater Biology","Aquatic Sciences","0795-0101",NA,NA,"https://www.ajol.info/index.php/tfb"
"Water SA","Aquatic Sciences","0378-4738",NA,NA,"https://www.ajol.info/index.php/wsa"
"Water SA","Aquatic Sciences","0378-4738",NA,NA,"https://www.ajol.info/index.php/wsa"
"Western Indian Ocean Journal of Marine Science","Aquatic Sciences","2683-6416","2683-6416","0856-860X","https://www.ajol.info/index.php/wiojms"
"Western Indian Ocean Journal of Marine Science","Aquatic Sciences","2683-6416","2683-6416","0856-860X","https://www.ajol.info/index.php/wiojms"
"African Journal for Physical Activity and Health Sciences","Art & Architecture","2411-6939","2411-6939",NA,"https://www.ajol.info/index.php/ajpherd"
"African Journal for Physical Activity and Health Sciences","Art & Architecture","2411-6939","2411-6939",NA,"https://www.ajol.info/index.php/ajpherd"
NA,"Art & Architecture",NA,NA,NA,"https://www.ajol.info/index.php/amo"
NA,"Art & Architecture",NA,NA,NA,"https://www.ajol.info/index.php/amo"
"AFRREV IJAH: An International Journal of Arts and Humanities","Art & Architecture","2227-5452",NA,NA,"https://www.ajol.info/index.php/ijah"
"AFRREV IJAH: An International Journal of Arts and Humanities","Art & Architecture","2227-5452",NA,NA,"https://www.ajol.info/index.php/ijah"
"Annales Aequatoria","Art & Architecture","0254-4296","2731-2860","0254-4296","https://www.ajol.info/index.php/aq"
"Annales Aequatoria","Art & Architecture","0254-4296","2731-2860","0254-4296","https://www.ajol.info/index.php/aq"
"Creative Artist: A Journal of Theatre and Media Studies","Art & Architecture","2006-6910",NA,NA,"https://www.ajol.info/index.php/cajtms"
"Creative Artist: A Journal of Theatre and Media Studies","Art & Architecture","2006-6910",NA,NA,"https://www.ajol.info/index.php/cajtms"
"Critical Arts","Art & Architecture","0256-004","0256-0046","1992-6049","https://www.ajol.info/index.php/ca"
"Critical Arts","Art & Architecture","0256-004","0256-0046","1992-6049","https://www.ajol.info/index.php/ca"
"EJOTMAS: Ekpoma Journal of Theatre and Media Arts","Art & Architecture","2449-1179","2449-1179",NA,"https://www.ajol.info/index.php/ejotmas"
"EJOTMAS: Ekpoma Journal of Theatre and Media Arts","Art & Architecture","2449-1179","2449-1179",NA,"https://www.ajol.info/index.php/ejotmas"
"International Journal of Basic, Applied and Innovative Research","Art & Architecture","2384-681X",NA,NA,"https://www.ajol.info/index.php/ijbair"
"International Journal of Basic, Applied and Innovative Research","Art & Architecture","2384-681X",NA,NA,"https://www.ajol.info/index.php/ijbair"
"Journal of the Association of Nigerian Musicologists","Art & Architecture","1597-0597",NA,NA,"https://www.ajol.info/index.php/janm"
"Journal of the Association of Nigerian Musicologists","Art & Architecture","1597-0597",NA,NA,"https://www.ajol.info/index.php/janm"
"Journal of the Musical Arts in Africa","Art & Architecture","2070-626X","1812-1004","2070-626X","https://www.ajol.info/index.php/jmaa"
"Journal of the Musical Arts in Africa","Art & Architecture","2070-626X","1812-1004","2070-626X","https://www.ajol.info/index.php/jmaa"
"Lagos Notes and Records","Art & Architecture","0075-7640","0075-7640",NA,"https://www.ajol.info/index.php/lnr"
"Lagos Notes and Records","Art & Architecture","0075-7640","0075-7640",NA,"https://www.ajol.info/index.php/lnr"
"Mgbakoigba: Journal of African Studies","Art & Architecture","2346-7126",NA,NA,"https://www.ajol.info/index.php/mjas"
"Mgbakoigba: Journal of African Studies","Art & Architecture","2346-7126",NA,NA,"https://www.ajol.info/index.php/mjas"
NA,"Art & Architecture",NA,NA,NA,"https://www.ajol.info/index.php/ntj"
"Nigerian Music Review","Art & Architecture","1116-428X","1116-428X",NA,"https://www.ajol.info/index.php/nmr"
"Nigerian Music Review","Art & Architecture","1116-428X","1116-428X",NA,"https://www.ajol.info/index.php/nmr"
"OYE: Ogun Journal of Arts","Art & Architecture","0795-9478","0795-9478",NA,"https://www.ajol.info/index.php/oye"
"OYE: Ogun Journal of Arts","Art & Architecture","0795-9478","0795-9478",NA,"https://www.ajol.info/index.php/oye"
"Science, Technology and Arts Research Journal","Art & Architecture","2305-3372",NA,NA,"https://www.ajol.info/index.php/star"
"Science, Technology and Arts Research Journal","Art & Architecture","2305-3372",NA,NA,"https://www.ajol.info/index.php/star"
"South African Journal of African Languages","Art & Architecture","2305-1159","2305-1159","0257-2117","https://www.ajol.info/index.php/sajal"
"South African Journal of African Languages","Art & Architecture","2305-1159","2305-1159","0257-2117","https://www.ajol.info/index.php/sajal"
"South African Music Studies","Art & Architecture","0258-509X","2223-635X",NA,"https://www.ajol.info/index.php/samus"
"South African Music Studies","Art & Architecture","0258-509X","2223-635X",NA,"https://www.ajol.info/index.php/samus"
"Town and Regional Planning","Art & Architecture","2415-0495","2415-0495",NA,"https://www.ajol.info/index.php/trp"
"Town and Regional Planning","Art & Architecture","2415-0495","2415-0495",NA,"https://www.ajol.info/index.php/trp"
"Zede Journal","Art & Architecture","0514-6216",NA,NA,"https://www.ajol.info/index.php/zj"
"Zede Journal","Art & Architecture","0514-6216",NA,NA,"https://www.ajol.info/index.php/zj"
"Africa Sanguine","Biology & Life Sciences","1560-8646","2731-2992","1560-8646","https://www.ajol.info/index.php/asan"
"Africa Sanguine","Biology & Life Sciences","1560-8646","2731-2992","1560-8646","https://www.ajol.info/index.php/asan"
"African Journal for Physical Activity and Health Sciences","Biology & Life Sciences","2411-6939","2411-6939",NA,"https://www.ajol.info/index.php/ajpherd"
"African Journal for Physical Activity and Health Sciences","Biology & Life Sciences","2411-6939","2411-6939",NA,"https://www.ajol.info/index.php/ajpherd"
"African Journal of Anaesthesia and Intensive Care","Biology & Life Sciences","0794-2184",NA,NA,"https://www.ajol.info/index.php/ajaic"
"African Journal of Anaesthesia and Intensive Care","Biology & Life Sciences","0794-2184",NA,NA,"https://www.ajol.info/index.php/ajaic"
"African Journal of Applied Zoology and Environmental Biology","Biology & Life Sciences","1119-023X",NA,NA,"https://www.ajol.info/index.php/ajazeb"
"African Journal of Biomedical Research","Biology & Life Sciences","1119-5096",NA,NA,"https://www.ajol.info/index.php/ajbr"
"African Journal of Biomedical Research","Biology & Life Sciences","1119-5096",NA,NA,"https://www.ajol.info/index.php/ajbr"
"African Journal of Biotechnology","Biology & Life Sciences","1684-5315",NA,NA,"https://www.ajol.info/index.php/ajb"
"African Journal of Biotechnology","Biology & Life Sciences","1684-5315",NA,NA,"https://www.ajol.info/index.php/ajb"
"African Journal of Chemical Education","Biology & Life Sciences","2227-5835","2227-5835",NA,"https://www.ajol.info/index.php/ajce"
"African Journal of Chemical Education","Biology & Life Sciences","2227-5835","2227-5835",NA,"https://www.ajol.info/index.php/ajce"
"African Journal of Clinical and Experimental Microbiology","Biology & Life Sciences","1595-689X","1595-689X",NA,"https://www.ajol.info/index.php/ajcem"
"African Journal of Clinical and Experimental Microbiology","Biology & Life Sciences","1595-689X","1595-689X",NA,"https://www.ajol.info/index.php/ajcem"
"African Journal of Health Professions Education","Biology & Life Sciences",NA,"2078-5127",NA,"https://www.ajol.info/index.php/ajhpe"
"African Journal of Health Professions Education","Biology & Life Sciences",NA,"2078-5127",NA,"https://www.ajol.info/index.php/ajhpe"
"African Journal of Physiotherapy and Rehabilitation Sciences","Biology & Life Sciences","2141-8322","2141-8322",NA,"https://www.ajol.info/index.php/ajprs"
"African Journal of Physiotherapy and Rehabilitation Sciences","Biology & Life Sciences","2141-8322","2141-8322",NA,"https://www.ajol.info/index.php/ajprs"
"African Journal of Tropical Entomology Research","Biology & Life Sciences",NA,"2791-0113",NA,"https://www.ajol.info/index.php/ajter"
"African Journal of Tropical Entomology Research","Biology & Life Sciences",NA,"2791-0113",NA,"https://www.ajol.info/index.php/ajter"
"Afrimedic Journal","Biology & Life Sciences","2141-162X","2141-162X",NA,"https://www.ajol.info/index.php/afrij"
"Afrimedic Journal","Biology & Life Sciences","2141-162X","2141-162X",NA,"https://www.ajol.info/index.php/afrij"
"Alexandria Journal of Medicine","Biology & Life Sciences","2090-2948","2090-5076","2090-5068","https://www.ajol.info/index.php/bafm"
"Alexandria Journal of Medicine","Biology & Life Sciences","2090-2948","2090-5076","2090-5068","https://www.ajol.info/index.php/bafm"
"Algerian Journal of Biosciences","Biology & Life Sciences",NA,"2716-9375","2773-2916","https://www.ajol.info/index.php/aljb"
"Algerian Journal of Biosciences","Biology & Life Sciences",NA,"2716-9375","2773-2916","https://www.ajol.info/index.php/aljb"
"AlQalam Journal of Medical and Applied Sciences","Biology & Life Sciences",NA,"2707-7179",NA,"https://www.ajol.info/index.php/ajmas"
"AlQalam Journal of Medical and Applied Sciences","Biology & Life Sciences",NA,"2707-7179",NA,"https://www.ajol.info/index.php/ajmas"
"Anatomy Journal of Africa","Biology & Life Sciences","2305-9478","2226-6054","2305-9478","https://www.ajol.info/index.php/aja"
"Anatomy Journal of Africa","Biology & Life Sciences","2305-9478","2226-6054","2305-9478","https://www.ajol.info/index.php/aja"
"Anchor University Journal of Science and Technology","Biology & Life Sciences",NA,"2736-0067","2736-0059","https://www.ajol.info/index.php/aujst"
