"issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source","country","open_access","stars","last_issue","source_url"
NA,NA,NA,"Tropical Journal of Nephrology","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/tjn"
"0189-5117","0189-5117",NA,"Tropical Journal of Obstetrics and Gynaecology","Nigeria",TRUE,"missing",2020,"https://www.ajol.info/index.php/tjog"
"1596-9827","1596-5996","1596-9827","Tropical Journal of Pharmaceutical Research","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/tjpr"
"0794-4845","0794-4845",NA,"Tropical Veterinarian","Nigeria",FALSE,"missing",2022,"https://www.ajol.info/index.php/tv"
NA,"1737-5436",NA,"Tunisian Journal of Plant Protection","Tunisia",TRUE,"missing",NA,"https://www.ajol.info/index.php/tjpp"
"2309-9070","0041-476X","2309-9070","Tydskrif vir letterkunde","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/tvl"
"0041-574X","0041-574X",NA,"Uganda Journal","Uganda",FALSE,"missing",2002,"https://www.ajol.info/index.php/uj"
"2410-6909","2410-6909","1026-0919","Uganda Journal of Agricultural Sciences","Uganda",TRUE,"missing",2022,"https://www.ajol.info/index.php/ujas"
"1595-1413","1595-1413",NA,"UJAH: Unizik Journal of Arts and Humanities","Nigeria",TRUE,"missing",2022,"https://www.ajol.info/index.php/ujah"
"1021-0873",NA,NA,"UNISWA Journal of Agriculture","Eswatini",FALSE,"missing",2004,"https://www.ajol.info/index.php/uniswa"
"1029-9645",NA,NA,"UNISWA Research Journal of Agriculture, Science and Technology","Eswatini",FALSE,"missing",2010,"https://www.ajol.info/index.php/uniswa-rjast"
"2953-2515","0856-1818",NA,"University of Dar es Salaam Library Journal","Tanzania",TRUE,"missing",2023,"https://www.ajol.info/index.php/udslj"
"1694-0342","1694-0342",NA,"University of Mauritius Research Journal","Mauritius",TRUE,"missing",2016,"https://www.ajol.info/index.php/umrj"
"1606-7479",NA,NA,"Vulture News","South Africa",TRUE,"missing",2022,"https://www.ajol.info/index.php/vulnew"
"0378-4738",NA,NA,"Water SA","South Africa",TRUE,"missing",2023,"https://www.ajol.info/index.php/wsa"
"0855-4307","2661-9040","0855-4307","West African Journal of Applied Ecology","Ghana",TRUE,"missing",2022,"https://www.ajol.info/index.php/wajae"
"1116-5405","2276-9129",NA,"West African Journal of Industrial and Academic Research","Nigeria",TRUE,"missing",2017,"https://www.ajol.info/index.php/wajiar"
"0189-160X",NA,NA,"West African Journal of Medicine","Nigeria",TRUE,"missing",2015,"https://www.ajol.info/index.php/wajm"
"0303-691X","0303-691X",NA,"West African Journal of Pharmacology and Drug Research","Nigeria",FALSE,"missing",2021,"https://www.ajol.info/index.php/wajpdr"
"1115-3474","2321-6670",NA,"West African Journal of Radiology","Nigeria",FALSE,"missing",2011,"https://www.ajol.info/index.php/wajr"
"2683-6416","2683-6416","0856-860X","Western Indian Ocean Journal of Marine Science","Tanzania",TRUE,"missing",2022,"https://www.ajol.info/index.php/wiojms"
NA,NA,NA,"World Journal of Applied Science & Technology","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/wojast"
"1687-8671","1687-8671",NA,"Zagazig Journal of Occupational Health and Safety","Egypt, Arab Rep.",FALSE,"missing",2010,"https://www.ajol.info/index.php/zjohs"
"0379-0622","1726-9091",NA,"Zambezia: The Journal of Humanities of the University of Zimbabwe","Zimbabwe",FALSE,"missing",2010,"https://www.ajol.info/index.php/zjh"
NA,NA,NA,"Zaria Historical Journal","Nigeria",TRUE,"missing",NA,"https://www.ajol.info/index.php/zahir"
"0514-6216",NA,NA,"Zede Journal","Ethiopia",TRUE,"missing",2022,"https://www.ajol.info/index.php/zj"
"1013-3445","1013-3445",NA,"Zimbabwe Journal of Educational Research","Zimbabwe",FALSE,"missing",2022,"https://www.ajol.info/index.php/zjer"
"2079-8997",NA,NA,"Zimbabwe Journal of Technological Sciences","Zimbabwe",FALSE,"missing",2016,"https://www.ajol.info/index.php/zjts"
"1016-1503","1016-1503",NA,"Zimbabwe Science News","Zimbabwe",FALSE,"missing",2002,"https://www.ajol.info/index.php/zsn"
"1016-1511","1016-1511",NA,"Zimbabwe Veterinary Journal","Zimbabwe",FALSE,"missing",2018,"https://www.ajol.info/index.php/zvj"
"1596-972X",NA,NA,"Zoologist (The)","Nigeria",TRUE,"missing",2023,"https://www.ajol.info/index.php/tzool"
